sample_id,label,source_dataset,label_type,latitude,longitude,acquisition_time,firms_observation_id,cloud_cover,industrial_distance_km,osm_industrial_type,bands,image_path,quality,notes
wf_sen2fire_0209,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.811758,-121.466523,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0209.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_3_34.npz (13720 fire px)
wf_sen2fire_0210,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.771328,-121.382344,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0210.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_3_8.npz (2596 fire px)
wf_sen2fire_0211,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.788516,-121.414961,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0211.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_3_9.npz (106246 fire px)
wf_sen2fire_0212,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.835977,-121.413398,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0212.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_4_11.npz (88611 fire px)
wf_sen2fire_0213,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.826211,-121.426484,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0213.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_4_12.npz (172353 fire px)
wf_sen2fire_0214,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.820156,-121.449922,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0214.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_4_13.npz (110159 fire px)
wf_sen2fire_0215,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.762734,-121.426289,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0215.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_4_33.npz (3000 fire px)
wf_sen2fire_0216,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.851211,-121.406758,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0216.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_4_34.npz (24024 fire px)
wf_sen2fire_0217,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.851211,-121.44582,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0217.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_4_35.npz (30976 fire px)
wf_sen2fire_0218,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.781289,-121.413789,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0218.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_11.npz (80022 fire px)
wf_sen2fire_0219,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.78207,-121.432734,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0219.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_12.npz (114612 fire px)
wf_sen2fire_0220,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.775039,-121.458516,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0220.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_13.npz (35842 fire px)
wf_sen2fire_0221,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.806094,-121.388594,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0221.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_33.npz (17139 fire px)
wf_sen2fire_0222,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.807852,-121.420625,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0222.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_34.npz (155997 fire px)
wf_sen2fire_0223,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.815078,-121.441133,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0223.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_35.npz (161779 fire px)
wf_sen2fire_0224,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.842617,-121.473555,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0224.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_5_36.npz (11859 fire px)
wf_sen2fire_0225,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.853164,-121.425703,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0225.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_6_22.npz (13731 fire px)
wf_sen2fire_0226,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.764688,-121.416523,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0226.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_6_34.npz (18228 fire px)
wf_sen2fire_0227,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.78207,-121.425313,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0227.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_6_35.npz (80805 fire px)
wf_sen2fire_0228,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.783828,-121.473555,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0228.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_6_36.npz (16482 fire px)
wf_sen2fire_0229,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.820937,-121.401289,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0229.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_7_21.npz (65601 fire px)
wf_sen2fire_0230,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.815859,-121.434688,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0230.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_7_22.npz (165885 fire px)
wf_sen2fire_0231,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.806484,-121.46457,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0231.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_7_23.npz (28121 fire px)
wf_sen2fire_0232,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.854141,-121.408125,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0232.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_7_3.npz (16933 fire px)
wf_sen2fire_0233,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.854141,-121.447188,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0233.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_7_4.npz (19942 fire px)
wf_sen2fire_0234,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.816641,-121.394844,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0234.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_8_2.npz (39595 fire px)
wf_sen2fire_0235,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.770156,-121.399922,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0235.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_8_21.npz (21726 fire px)
wf_sen2fire_0236,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.773672,-121.444063,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0236.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_8_22.npz (45783 fire px)
wf_sen2fire_0237,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.812344,-121.430586,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0237.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_8_3.npz (147184 fire px)
wf_sen2fire_0238,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.794766,-121.454609,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0238.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_8_4.npz (51143 fire px)
wf_sen2fire_0239,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.834805,-121.466719,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0239.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_10.npz (24242 fire px)
wf_sen2fire_0240,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.812734,-121.405,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0240.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_2.npz (76781 fire px)
wf_sen2fire_0241,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.817031,-121.443672,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0241.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_3.npz (114831 fire px)
wf_sen2fire_0242,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.856094,-121.389961,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0242.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_32.npz (3900 fire px)
wf_sen2fire_0243,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.849453,-121.413203,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0243.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_33.npz (37104 fire px)
wf_sen2fire_0244,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.846523,-121.446992,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0244.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_34.npz (46443 fire px)
wf_sen2fire_0245,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.832656,-121.476289,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0245.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_4.npz (5520 fire px)
wf_sen2fire_0246,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.823477,-121.382344,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0246.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_8.npz (4312 fire px)
wf_sen2fire_0247,WILDFIRE,SEN2FIRE,GROUND_TRUTH,39.826211,-121.421992,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0247.npz,GOOD,Sen2Fire genuine wildfire: scene3/scene3/scene_3_patch_9_9.npz (95884 fire px)
wf_sen2fire_0248,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.218242,27.949492,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0248.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_1_22.npz (3344 fire px)
wf_sen2fire_0249,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.218242,27.891094,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0249.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_1_23.npz (3488 fire px)
wf_sen2fire_0250,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.138164,27.947148,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0250.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_10_11.npz (46648 fire px)
wf_sen2fire_0251,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.138555,27.891094,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0251.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_10_12.npz (43350 fire px)
wf_sen2fire_0252,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.192266,27.94168,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0252.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_13_11.npz (80285 fire px)
wf_sen2fire_0253,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.197539,27.91043,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0253.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_13_12.npz (95650 fire px)
wf_sen2fire_0254,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.204766,27.910625,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0254.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_13_13.npz (67508 fire px)
wf_sen2fire_0255,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.213555,27.878398,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0255.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_13_14.npz (5720 fire px)
wf_sen2fire_0256,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.214727,27.958672,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0256.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_1.npz (6042 fire px)
wf_sen2fire_0257,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.134453,27.939141,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0257.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_11.npz (49716 fire px)
wf_sen2fire_0258,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.144219,27.924102,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0258.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_12.npz (111591 fire px)
wf_sen2fire_0259,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.145,27.91043,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0259.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_13.npz (106992 fire px)
wf_sen2fire_0260,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.141875,27.878398,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0260.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_14.npz (8712 fire px)
wf_sen2fire_0261,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.214727,27.921172,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0261.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_2.npz (26394 fire px)
wf_sen2fire_0262,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.214727,27.911016,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0262.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_3.npz (16589 fire px)
wf_sen2fire_0263,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.214727,27.924102,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0263.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_4.npz (24857 fire px)
wf_sen2fire_0264,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.205547,27.92,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0264.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_5.npz (48522 fire px)
wf_sen2fire_0265,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.199883,27.876836,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0265.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_14_6.npz (7128 fire px)
wf_sen2fire_0266,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.15418,27.96082,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0266.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_15_1.npz (14732 fire px)
wf_sen2fire_0267,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.174883,27.929766,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0267.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_15_2.npz (174026 fire px)
wf_sen2fire_0268,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.180352,27.918438,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0268.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_15_3.npz (203844 fire px)
wf_sen2fire_0269,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.177813,27.920781,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0269.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_15_4.npz (219444 fire px)
wf_sen2fire_0270,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.175078,27.914531,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0270.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_15_5.npz (209780 fire px)
wf_sen2fire_0271,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.189922,27.883281,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0271.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_15_6.npz (36436 fire px)
wf_sen2fire_0272,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.16082,27.96043,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0272.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_16_1.npz (13904 fire px)
wf_sen2fire_0273,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.149102,27.927031,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0273.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_16_2.npz (123728 fire px)
wf_sen2fire_0274,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.152227,27.922148,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0274.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_16_3.npz (154847 fire px)
wf_sen2fire_0275,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.15457,27.917656,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0275.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_16_4.npz (176033 fire px)
wf_sen2fire_0276,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.147734,27.919805,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0276.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_16_5.npz (146432 fire px)
wf_sen2fire_0277,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.147734,27.886602,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0277.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_16_6.npz (49192 fire px)
wf_sen2fire_0278,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.12,27.94207,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0278.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_17_3.npz (284 fire px)
wf_sen2fire_0279,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.12,27.903203,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0279.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_17_4.npz (342 fire px)
wf_sen2fire_0280,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.219609,27.963164,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0280.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_18_11.npz (207 fire px)
wf_sen2fire_0281,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.196758,27.955352,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0281.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_18_12.npz (21951 fire px)
wf_sen2fire_0282,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.199102,27.921172,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0282.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_18_13.npz (91626 fire px)
wf_sen2fire_0283,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.197148,27.88543,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0283.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_18_14.npz (28185 fire px)
wf_sen2fire_0284,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.163555,27.963164,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0284.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_19_11.npz (13662 fire px)
wf_sen2fire_0285,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.175859,27.930547,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0285.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_19_12.npz (160955 fire px)
wf_sen2fire_0286,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.17,27.921367,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0286.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_19_13.npz (242047 fire px)
wf_sen2fire_0287,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.176641,27.894414,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0287.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_19_14.npz (114868 fire px)
wf_sen2fire_0288,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.202617,27.95125,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0288.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_13.npz (32537 fire px)
wf_sen2fire_0289,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.195977,27.914531,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0289.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_14.npz (98564 fire px)
wf_sen2fire_0290,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.208867,27.87957,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0290.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_15.npz (10395 fire px)
wf_sen2fire_0291,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.219414,27.964727,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0291.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_19.npz (212 fire px)
wf_sen2fire_0292,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.200859,27.95457,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0292.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_20.npz (29072 fire px)
wf_sen2fire_0293,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.194805,27.924688,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0293.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_21.npz (125005 fire px)
wf_sen2fire_0294,WILDFIRE,SEN2FIRE,GROUND_TRUTH,36.185625,27.923516,2024-03-15T10:30:00Z,,8.0,,,"B02,B03,B04,B08,B11,B12",samples\wf_sen2fire_0294.npz,GOOD,Sen2Fire genuine wildfire: scene4/scene4/scene_4_patch_2_22.npz (174007 fire px)
